sn	Item1	Item2	cond	sess	trial	trial_type	title	typeOfScen	keybResp	keyDef	keybRT	rtBeep	rtDeadline	averageP	sdp	overlap	direct.xVy	overlapRound	correct	avgRT	sdRT	targetPresent	dirOverlap	correct01	res.RT	fit.RT	overlapRoundSN
62	an elderly person	a life-saving antidote	terrorist	1	113	1	simplified	impersonal	k	No	7.46622755621548	N/A	-1	0.408520833333333	0.0432167007233993	0.817041666666667	-1	0.9	1	2365.63333333333	1471.46144087733	FALSE	-0.182958333333333	1	0.0391262558224286	7.42710130039305	0.9
63	a gang member	an orphan	terrorist	1	24	1	simplified	impersonal	d	No	8.68507770041242	N/A	-1	0.110205882352941	0.0277617017264551	0.220411764705882	-1	0.3	1	10300.8474576271	9727.49649596935	FALSE	-0.779588235294118	1	-0.687484465509279	9.3725621659217	0.3
63	a billionaire	a life-saving antidote	terrorist	1	99	1	simplified	impersonal	d	No	8.10621290261996	N/A	-1	0.317521739130435	0.0415075642183342	0.63504347826087	-1	0.7	1	10300.8474576271	9727.49649596935	FALSE	-0.36495652173913	1	-0.169257240039009	8.27547014265897	0.7
63	a pedophile	a rapist	terrorist	1	114	1	simplified	impersonal	k	Yes	8.02715010683277	N/A	-1	0.486515384615385	0.0358499595299147	0.973030769230769	-1	1	0	10300.8474576271	9727.49649596935	FALSE	-0.026969230769231	0	-0.0448200093377924	8.07197011617057	1
63	a judge	a police officer	terrorist	1	49	1	simplified	impersonal	d	No	9.38723053877293	N/A	-1	0.418957364341085	0.0411827154752114	0.837914728682171	-1	0.9	1	10300.8474576271	9727.49649596935	FALSE	-0.162085271317829	1	0.395641584178465	8.99158895459447	0.9
63	a congressman	a homeless adult	terrorist	1	51	1	simplified	impersonal	k	Yes	9.44319660214419	N/A	-1	0.418126050420168	0.0429259165970178	0.836252100840336	-1	0.9	0	10300.8474576271	9727.49649596935	FALSE	-0.163747899159664	0	0.481408016940396	8.96178858520379	0.9
63	a mentor	a thief	terrorist	1	117	1	simplified	impersonal	k	Yes	7.53743003658651	N/A	-1	0.890504098360656	0.0264293417074441	0.218991803278689	1	0.3	1	10300.8474576271	9727.49649596935	TRUE	0.781008196721311	1	-0.494444562531132	8.03187459911764	0.3
63	a celebrity	an adult with a deadly contagious disease	terrorist	1	9	1	simplified	impersonal	k	Yes	9.66046012062478	N/A	-1	0.628113821138211	0.0433966101923486	0.743772357723577	1	0.8	1	10300.8474576271	9727.49649596935	TRUE	0.256227642276423	1	0.0516090906984434	9.60885102992633	0.8
63	a college student	a rapist	terrorist	1	98	1	simplified	impersonal	k	Yes	7.42535788702715	N/A	-1	0.955165322580645	0.0184868627503233	0.0896693548387097	1	0.1	1	10300.8474576271	9727.49649596935	TRUE	0.91033064516129	1	-0.86385992396831	8.28921781099546	0.1
63	a college student	a nun	terrorist	1	102	1	simplified	impersonal	d	No	7.87131120332341	N/A	-1	0.606892561983471	0.0434389872864491	0.786214876033058	1	0.8	0	10300.8474576271	9727.49649596935	TRUE	0.213785123966942	0	-0.363052586183779	8.23436378950719	0.8
63	a college student	an assassin	terrorist	1	86	1	simplified	impersonal	k	Yes	7.96346006663897	N/A	-1	0.914438524590164	0.0238310712948758	0.171122950819672	1	0.2	1	10300.8474576271	9727.49649596935	TRUE	0.828877049180328	1	-0.492522054684923	8.45598212132389	0.2
63	a soldier	a thief	terrorist	1	101	1	simplified	impersonal	k	Yes	7.64587582518481	N/A	-1	0.914301652892562	0.0245811387608944	0.171396694214876	1	0.2	1	10300.8474576271	9727.49649596935	TRUE	0.828603305785124	1	-0.602167344513308	8.24804316969812	0.2
63	an elderly person	a thief	terrorist	1	40	1	simplified	impersonal	k	Yes	9.32134493001909	N/A	-1	0.101871794871795	0.0265364707107693	0.20374358974359	1	0.3	1	10300.8474576271	9727.49649596935	TRUE	0.79625641025641	1	0.194423254138394	9.1269216758807	0.3
63	an adult with a deadly contagious disease	a thief	terrorist	1	50	1	simplified	impersonal	k	Yes	8.9242570208881	N/A	-1	0.338265384615385	0.0386563172601653	0.676530769230769	1	0.7	1	10300.8474576271	9727.49649596935	TRUE	0.323469230769231	1	-0.052419382777634	8.97667640366573	0.7
